ARTIST_ID,ARTIST_NAME,SHOW_ID,SHOW_DATE,SOURCE,VENUE_NAME,VENUE_ID,VENUE_TYPE,VENUE_CAPACITY,CITY_NAME,STATE_CODE,COUNTRY_NAME,MARKET_SIZE,ARTIST_TIER,TICKETS_SOLD,SELLOUT_STATUS,ATTENDANCE_RATE,AVERAGE_TICKET_PRICE,TICKET_PRICE_RANGE,REVENUE,EVENT_DATE_STR,LAST_UPDATED,INGESTED_AT
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2babb452,07-06-2024,setlist.fm,Olympiastadion,bd6c97a,Other,12711,Helsinki,18,Finland,Large,A-list,11500,FALSE,90.5,124,$68-$248,1426000,07-06-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,23abb4f7,01-06-2024,setlist.fm,Magna Racino,4bd61f96,Other,10756,Ebreichsdorf,03,Austria,Large,A-list,10056,FALSE,93.5,123,$67-$246,1236888,01-06-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2babb4fe,29-05-2024,setlist.fm,Ippodromo Snai La Maura,5bd023c0,Other,14387,Milan,09,Italy,Large,A-list,11704,FALSE,81.4,122,$67-$244,1427888,29-05-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3babb400,26-05-2024,setlist.fm,Olympiastadion,4bd63716,Other,3264,Munich,02,Germany,Large,A-list,2803,FALSE,85.9,110,$60-$220,308330,26-05-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3babb40c,24-05-2024,setlist.fm,Olympiastadion,4bd63716,Other,6499,Munich,02,Germany,Large,A-list,6231,FALSE,95.9,105,$57-$210,654255,24-05-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3baa10b0,20-03-2024,setlist.fm,D.A.R. Constitution Hall,3bd63098,Theater,3210,Washington,DC,United States,Major,A-list,2729,FALSE,85.0,121,$66-$242,330209,20-03-2024,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,53ae037d,14-12-2023,setlist.fm,Soundstorm Festival Grounds,1bde4998,Other,12990,Riyadh,10,Saudi Arabia,Large,A-list,10981,FALSE,84.5,115,$63-$230,1262815,14-12-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,23a1e477,12-11-2023,setlist.fm,Ford Field,bd6398a,Stadium,44642,Detroit,MI,United States,Major,A-list,37924,FALSE,85.0,193,$106-$386,7319332,12-11-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,6ba1822a,10-11-2023,setlist.fm,Ford Field,bd6398a,Stadium,55263,Detroit,MI,United States,Major,A-list,46794,FALSE,84.7,182,$100-$364,8516508,10-11-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3ba1b4bc,05-11-2023,setlist.fm,The Dome at America's Center,4bd503d2,Stadium,44930,St. Louis,MO,United States,Large,A-list,38576,FALSE,85.9,203,$111-$406,7830928,05-11-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,33a0501d,03-11-2023,setlist.fm,The Dome at America's Center,4bd503d2,Stadium,30012,St. Louis,MO,United States,Large,A-list,27371,FALSE,91.2,212,$116-$424,5802652,03-11-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3ba30c18,08-10-2023,setlist.fm,Empire Polo Club,13d39d15,Club,554,Indio,CA,United States,Large,A-list,438,FALSE,79.1,103,$56-$206,45114,08-10-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,2ba2d842,09-09-2023,setlist.fm,State Farm Stadium,63d20e8f,Stadium,41411,Glendale,AZ,United States,Large,A-list,36931,FALSE,89.2,201,$110-$402,7423131,09-09-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,3ba2bc4c,01-09-2023,setlist.fm,State Farm Stadium,63d20e8f,Stadium,30491,Glendale,AZ,United States,Large,A-list,27539,FALSE,90.3,213,$117-$426,5865807,01-09-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,33a50059,27-08-2023,setlist.fm,SoFi Stadium,13d0b545,Stadium,77603,Inglewood,CA,United States,Large,A-list,67019,FALSE,86.4,216,$118-$432,14476104,27-08-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,ba5196e,25-08-2023,setlist.fm,SoFi Stadium,13d0b545,Stadium,79603,Inglewood,CA,United States,Large,A-list,70997,FALSE,89.2,202,$111-$404,14341394,25-08-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,4ba5ebaa,20-08-2023,setlist.fm,AT&T Stadium,6bd43202,Stadium,36176,Arlington,TX,United States,Large,A-list,28444,FALSE,78.6,188,$103-$376,5347472,20-08-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,43a58b0b,18-08-2023,setlist.fm,AT&T Stadium,6bd43202,Stadium,30622,Arlington,TX,United States,Large,A-list,25489,FALSE,83.2,194,$106-$388,4944866,18-08-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,33a5b8f9,13-08-2023,setlist.fm,Stade Olympique,63d62683,Other,2188,Montreal,QC,Canada,Large,A-list,1730,FALSE,79.1,124,$68-$248,214520,13-08-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,43a4578f,11-08-2023,setlist.fm,Stade Olympique,63d62683,Other,14170,Montreal,QC,Canada,Large,A-list,13460,FALSE,95.0,118,$64-$236,1588280,11-08-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,7ba47ef0,06-08-2023,setlist.fm,MetLife Stadium,1bd72160,Stadium,64537,East Rutherford,NJ,United States,Large,A-list,56052,FALSE,86.9,186,$102-$372,10425672,06-08-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,5ba47f00,04-08-2023,setlist.fm,MetLife Stadium,1bd72160,Stadium,75090,East Rutherford,NJ,United States,Large,A-list,70141,FALSE,93.4,203,$111-$406,14238623,04-08-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,53a62325,18-06-2023,setlist.fm,Ullevi Stadium,3bd61c34,Stadium,42026,Gothenburg,28,Sweden,Large,A-list,35798,FALSE,85.2,195,$107-$390,6980610,18-06-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Metallica,73a63a4d,16-06-2023,setlist.fm,Ullevi Stadium,3bd61c34,Stadium,60802,Gothenburg,28,Sweden,Large,A-list,51268,FALSE,84.3,208,$114-$416,10663744,16-06-2023,2026-01-16T03:37:48.667965Z,2026-01-16T03:37:48.667965Z
