show_id,sale_date,tickets_sold,cumulative_tickets_sold,revenue,cumulative_revenue,sales_rate,days_until_show
real_metallica_20251116,2025-10-18,175,1794,35000,358800,8.97,28
real_metallica_20251116,2025-10-17,250,2044,50000,408800,10.22,29
real_metallica_20251116,2025-10-16,388,2432,77600,486400,12.16,30
real_metallica_20251116,2025-10-15,327,2759,65400,551800,13.79,31
real_metallica_20251116,2025-10-14,224,2983,44800,596600,14.92,32
real_metallica_20251116,2025-10-13,57,3040,11400,608000,15.2,33
real_metallica_20251116,2025-10-12,16,3056,3200,611200,15.28,34
real_metallica_20251116,2025-10-11,410,3466,82000,693200,17.33,35
real_metallica_20251116,2025-10-10,108,3574,21600,714800,17.87,36
real_metallica_20251116,2025-10-09,580,4154,116000,830800,20.77,37
real_metallica_20251116,2025-10-08,322,4476,64400,895200,22.38,38
real_metallica_20251116,2025-10-07,255,4731,51000,946200,23.66,39
real_metallica_20251116,2025-10-06,469,5200,93800,1040000,26.0,40
real_metallica_20251116,2025-10-05,71,5271,14200,1054200,26.36,41
real_metallica_20251116,2025-10-04,287,5558,57400,1111600,27.79,42
real_metallica_20251116,2025-10-03,598,6156,119600,1231200,30.78,43
real_metallica_20251116,2025-10-02,408,6564,81600,1312800,32.82,44
real_metallica_20251122,2025-10-23,141,141,28200,28200,0.7,29
real_metallica_20251122,2025-10-22,93,234,18600,46800,1.17,30
real_metallica_20251122,2025-10-21,112,346,22400,69200,1.73,31
real_metallica_20251122,2025-10-20,81,427,16200,85400,2.14,32
real_metallica_20251122,2025-10-19,432,859,86400,171800,4.29,33
real_metallica_20251122,2025-10-18,394,1253,78800,250600,6.26,34
real_metallica_20251122,2025-10-17,239,1492,47800,298400,7.46,35
real_metallica_20251122,2025-10-16,566,2058,113200,411600,10.29,36
real_metallica_20251122,2025-10-15,11,2069,2200,413800,10.35,37
real_metallica_20251122,2025-10-14,117,2186,23400,437200,10.93,38
real_metallica_20251122,2025-10-13,549,2735,109800,547000,13.68,39
real_metallica_20251122,2025-10-12,656,3391,131200,678200,16.96,40
real_metallica_20251122,2025-10-11,150,3541,30000,708200,17.71,41
real_metallica_20251122,2025-10-10,464,4005,92800,801000,20.03,42
real_metallica_20251122,2025-10-09,134,4139,26800,827800,20.7,43
real_metallica_20251122,2025-10-08,780,4919,156000,983800,24.59,44
real_metallica_20251122,2025-10-07,54,4973,10800,994600,24.87,45
real_metallica_20251122,2025-10-06,305,5278,61000,1055600,26.39,46
real_metallica_20251122,2025-10-05,519,5797,103800,1159400,28.98,47
real_metallica_20251122,2025-10-04,156,5953,31200,1190600,29.77,48
real_metallica_20251122,2025-10-03,82,6035,16400,1207000,30.18,49
real_metallica_20251122,2025-10-02,543,6578,108600,1315600,32.89,50
real_metallica_20251122,2025-10-01,613,7191,122600,1438200,35.95,51
real_metallica_20251122,2025-09-30,9,7200,1800,1440000,36.0,52
real_metallica_20251122,2025-09-29,185,7385,37000,1477000,36.93,53
real_metallica_20251122,2025-09-28,314,7699,62800,1539800,38.5,54
real_metallica_20251122,2025-09-27,123,7822,24600,1564400,39.11,55
real_metallica_20251122,2025-09-26,80,7902,16000,1580400,39.51,56
real_metallica_20251123,2025-10-23,248,248,49600,49600,1.24,30
real_metallica_20251123,2025-10-22,545,793,109000,158600,3.96,31
real_metallica_20251123,2025-10-21,131,924,26200,184800,4.62,32
real_metallica_20251123,2025-10-20,562,1486,112400,297200,7.43,33
real_metallica_20251123,2025-10-19,270,1756,54000,351200,8.78,34
real_metallica_20251123,2025-10-18,433,2189,86600,437800,10.95,35
real_metallica_20251123,2025-10-17,552,2741,110400,548200,13.71,36
real_metallica_20251123,2025-10-16,706,3447,141200,689400,17.23,37
real_metallica_20251123,2025-10-15,159,3606,31800,721200,18.03,38
real_metallica_20251123,2025-10-14,382,3988,76400,797600,19.94,39
real_metallica_20251123,2025-10-13,529,4517,105800,903400,22.59,40
real_metallica_20251123,2025-10-12,253,4770,50600,954000,23.85,41
real_metallica_20251123,2025-10-11,173,4943,34600,988600,24.71,42
real_metallica_20251123,2025-10-10,283,5226,56600,1045200,26.13,43
real_metallica_20251123,2025-10-09,112,5338,22400,1067600,26.69,44
real_metallica_20251123,2025-10-08,30,5368,6000,1073600,26.84,45
real_metallica_20251123,2025-10-07,16,5384,3200,1076800,26.92,46
real_metallica_20251123,2025-10-06,72,5456,14400,1091200,27.28,47
real_metallica_20251123,2025-10-05,285,5741,57000,1148200,28.71,48
real_metallica_20251123,2025-10-04,219,5960,43800,1192000,29.8,49
real_metallica_20251123,2025-10-03,584,6544,116800,1308800,32.72,50
real_metallica_20251123,2025-10-02,248,6792,49600,1358400,33.96,51
real_metallica_20251123,2025-10-01,416,7208,83200,1441600,36.04,52
real_metallica_20251123,2025-09-30,49,7257,9800,1451400,36.29,53
real_metallica_20251123,2025-09-29,362,7619,72400,1523800,38.09,54
real_metallica_20251123,2025-09-28,478,8097,95600,1619400,40.48,55
real_metallica_20251123,2025-09-27,55,8152,11000,1630400,40.76,56
real_metallica_20251123,2025-09-26,661,8813,132200,1762600,44.06,57
real_metallica_20251123,2025-09-25,206,9019,41200,1803800,45.09,58
real_metallica_20251206,2025-10-23,111,111,22200,22200,0.56,43
real_metallica_20251206,2025-10-22,97,208,19400,41600,1.04,44
real_metallica_20251206,2025-10-21,143,351,28600,70200,1.75,45
real_metallica_20251206,2025-10-20,285,636,57000,127200,3.18,46
real_metallica_20251206,2025-10-19,77,713,15400,142600,3.56,47
real_metallica_20251206,2025-10-18,100,813,20000,162600,4.06,48
real_metallica_20251206,2025-10-17,276,1089,55200,217800,5.45,49
real_metallica_20251206,2025-10-16,95,1184,19000,236800,5.92,50
real_metallica_20251206,2025-10-15,242,1426,48400,285200,7.13,51
real_metallica_20251206,2025-10-14,248,1674,49600,334800,8.37,52
real_metallica_20251206,2025-10-13,410,2084,82000,416800,10.42,53
real_metallica_20251206,2025-10-12,168,2252,33600,450400,11.26,54
real_metallica_20251206,2025-10-11,504,2756,100800,551200,13.78,55
real_metallica_20251206,2025-10-10,465,3221,93000,644200,16.11,56
real_metallica_20251206,2025-10-09,356,3577,71200,715400,17.89,57
real_metallica_20251206,2025-10-08,802,4379,160400,875800,21.89,58
real_metallica_20251206,2025-10-07,498,4877,99600,975400,24.39,59
real_metallica_20251206,2025-10-06,151,5028,30200,1005600,25.14,60
real_metallica_20251206,2025-10-05,29,5057,5800,1011400,25.29,61
real_metallica_20251206,2025-10-04,555,5612,111000,1122400,28.06,62
real_metallica_20251206,2025-10-03,160,5772,32000,1154400,28.86,63
real_metallica_20251206,2025-10-02,299,6071,59800,1214200,30.35,64
real_metallica_20251206,2025-10-01,543,6614,108600,1322800,33.07,65
real_metallica_20251206,2025-09-30,260,6874,52000,1374800,34.37,66
real_metallica_20251206,2025-09-29,95,6969,19000,1393800,34.84,67
real_metallica_20251206,2025-09-28,34,7003,6800,1400600,35.02,68
real_metallica_20251206,2025-09-27,240,7243,48000,1448600,36.22,69
real_metallica_20251206,2025-09-26,252,7495,50400,1499000,37.48,70
real_metallica_20251206,2025-09-25,40,7535,8000,1507000,37.67,71
real_metallica_20251206,2025-09-24,429,7964,85800,1592800,39.82,72
real_metallica_20251206,2025-09-23,578,8542,115600,1708400,42.71,73
real_metallica_20251206,2025-09-22,267,8809,53400,1761800,44.05,74
real_metallica_20251206,2025-09-21,366,9175,73200,1835000,45.88,75
real_metallica_20251206,2025-09-20,135,9310,27000,1862000,46.55,76
real_metallica_20251206,2025-09-19,307,9617,61400,1923400,48.09,77
real_metallica_20251206,2025-09-18,74,9691,14800,1938200,48.45,78
real_metallica_20251206,2025-09-17,288,9979,57600,1995800,49.9,79
real_metallica_20251206,2025-09-16,75,10054,15000,2010800,50.27,80
real_metallica_20251206,2025-09-15,518,10572,103600,2114400,52.86,81
real_metallica_20251206,2025-09-14,178,10750,35600,2150000,53.75,82
real_metallica_20251206,2025-09-13,250,11000,50000,2200000,55.0,83
real_metallica_20251206,2025-09-12,80,11080,16000,2216000,55.4,84
real_metallica_20251207,2025-10-23,309,309,61800,61800,1.54,44
real_metallica_20251207,2025-10-22,541,850,108200,170000,4.25,45
real_metallica_20251207,2025-10-21,283,1133,56600,226600,5.67,46
real_metallica_20251207,2025-10-20,339,1472,67800,294400,7.36,47
real_metallica_20251207,2025-10-19,68,1540,13600,308000,7.7,48
real_metallica_20251207,2025-10-18,54,1594,10800,318800,7.97,49
real_metallica_20251207,2025-10-17,159,1753,31800,350600,8.77,50
real_metallica_20251207,2025-10-16,309,2062,61800,412400,10.31,51
real_metallica_20251207,2025-10-15,175,2237,35000,447400,11.19,52
real_metallica_20251207,2025-10-14,324,2561,64800,512200,12.8,53
real_metallica_20251207,2025-10-13,517,3078,103400,615600,15.39,54
real_metallica_20251207,2025-10-12,52,3130,10400,626000,15.65,55
real_metallica_20251207,2025-10-11,216,3346,43200,669200,16.73,56
real_metallica_20251207,2025-10-10,45,3391,9000,678200,16.96,57
real_metallica_20251207,2025-10-09,66,3457,13200,691400,17.29,58
real_metallica_20251207,2025-10-08,268,3725,53600,745000,18.62,59
real_metallica_20251207,2025-10-07,226,3951,45200,790200,19.75,60
real_metallica_20251207,2025-10-06,437,4388,87400,877600,21.94,61
real_metallica_20251207,2025-10-05,114,4502,22800,900400,22.51,62
real_metallica_20251207,2025-10-04,76,4578,15200,915600,22.89,63
real_metallica_20251207,2025-10-03,378,4956,75600,991200,24.78,64
real_metallica_20251207,2025-10-02,151,5107,30200,1021400,25.54,65
real_metallica_20251207,2025-10-01,42,5149,8400,1029800,25.75,66
real_metallica_20251207,2025-09-30,460,5609,92000,1121800,28.04,67
real_metallica_20251207,2025-09-29,40,5649,8000,1129800,28.24,68
real_metallica_20251207,2025-09-28,215,5864,43000,1172800,29.32,69
real_metallica_20251207,2025-09-27,105,5969,21000,1193800,29.84,70
real_metallica_20251207,2025-09-26,286,6255,57200,1251000,31.27,71
real_metallica_20251207,2025-09-25,416,6671,83200,1334200,33.36,72
real_metallica_20251207,2025-09-24,767,7438,153400,1487600,37.19,73
real_metallica_20251207,2025-09-23,121,7559,24200,1511800,37.8,74
real_metallica_20251207,2025-09-22,181,7740,36200,1548000,38.7,75
real_metallica_20251207,2025-09-21,25,7765,5000,1553000,38.82,76
real_metallica_20251207,2025-09-20,170,7935,34000,1587000,39.67,77
real_metallica_20251207,2025-09-19,421,8356,84200,1671200,41.78,78
real_metallica_20251207,2025-09-18,254,8610,50800,1722000,43.05,79
real_metallica_20251207,2025-09-17,403,9013,80600,1802600,45.06,80
real_metallica_20251207,2025-09-16,391,9404,78200,1880800,47.02,81
real_metallica_20251207,2025-09-15,481,9885,96200,1977000,49.43,82
real_metallica_20251207,2025-09-14,235,10120,47000,2024000,50.6,83
real_metallica_20251207,2025-09-13,420,10540,84000,2108000,52.7,84
real_metallica_20251207,2025-09-12,233,10773,46600,2154600,53.86,85
real_metallica_20251207,2025-09-11,337,11110,67400,2222000,55.55,86
future_ed_sheeran_20251211,2025-10-23,168,168,33600,33600,0.84,48
future_ed_sheeran_20251211,2025-10-22,35,203,7000,40600,1.01,49
future_ed_sheeran_20251211,2025-10-21,285,488,57000,97600,2.44,50
future_ed_sheeran_20251211,2025-10-20,260,748,52000,149600,3.74,51
future_ed_sheeran_20251211,2025-10-19,431,1179,86200,235800,5.9,52
future_ed_sheeran_20251211,2025-10-18,480,1659,96000,331800,8.29,53
future_ed_sheeran_20251211,2025-10-17,224,1883,44800,376600,9.41,54
future_ed_sheeran_20251211,2025-10-16,182,2065,36400,413000,10.32,55
future_ed_sheeran_20251211,2025-10-15,271,2336,54200,467200,11.68,56
future_ed_sheeran_20251211,2025-10-14,222,2558,44400,511600,12.79,57
future_ed_sheeran_20251211,2025-10-13,402,2960,80400,592000,14.8,58
future_ed_sheeran_20251211,2025-10-12,310,3270,62000,654000,16.35,59
future_ed_sheeran_20251211,2025-10-11,118,3388,23600,677600,16.94,60
future_ed_sheeran_20251211,2025-10-10,295,3683,59000,736600,18.41,61
future_ed_sheeran_20251211,2025-10-09,22,3705,4400,741000,18.52,62
future_ed_sheeran_20251211,2025-10-08,1,3706,200,741200,18.53,63
future_ed_sheeran_20251211,2025-10-07,412,4118,82400,823600,20.59,64
future_ed_sheeran_20251211,2025-10-06,368,4486,73600,897200,22.43,65
future_ed_sheeran_20251211,2025-10-05,686,5172,137200,1034400,25.86,66
future_ed_sheeran_20251211,2025-10-04,220,5392,44000,1078400,26.96,67
future_ed_sheeran_20251211,2025-10-03,169,5561,33800,1112200,27.81,68
future_ed_sheeran_20251211,2025-10-02,127,5688,25400,1137600,28.44,69
future_ed_sheeran_20251211,2025-10-01,307,5995,61400,1199000,29.98,70
future_ed_sheeran_20251211,2025-09-30,341,6336,68200,1267200,31.68,71
future_ed_sheeran_20251211,2025-09-29,206,6542,41200,1308400,32.71,72
future_ed_sheeran_20251211,2025-09-28,567,7109,113400,1421800,35.55,73
future_ed_sheeran_20251211,2025-09-27,215,7324,43000,1464800,36.62,74
future_ed_sheeran_20251211,2025-09-26,388,7712,77600,1542400,38.56,75
future_ed_sheeran_20251211,2025-09-25,178,7890,35600,1578000,39.45,76
future_ed_sheeran_20251211,2025-09-24,308,8198,61600,1639600,40.99,77
future_ed_sheeran_20251211,2025-09-23,426,8624,85200,1724800,43.12,78
future_ed_sheeran_20251211,2025-09-22,73,8697,14600,1739400,43.48,79
future_ed_sheeran_20251211,2025-09-21,296,8993,59200,1798600,44.96,80
future_ed_sheeran_20251211,2025-09-20,329,9322,65800,1864400,46.61,81
future_ed_sheeran_20251211,2025-09-19,226,9548,45200,1909600,47.74,82
future_ed_sheeran_20251211,2025-09-18,523,10071,104600,2014200,50.36,83
future_ed_sheeran_20251211,2025-09-17,461,10532,92200,2106400,52.66,84
future_ed_sheeran_20251211,2025-09-16,173,10705,34600,2141000,53.52,85
future_ed_sheeran_20251211,2025-09-15,290,10995,58000,2199000,54.97,86
future_ed_sheeran_20251211,2025-09-14,324,11319,64800,2263800,56.59,87
future_ed_sheeran_20251211,2025-09-13,95,11414,19000,2282800,57.07,88
future_ed_sheeran_20251211,2025-09-12,240,11654,48000,2330800,58.27,89
future_ed_sheeran_20251211,2025-09-11,230,11884,46000,2376800,59.42,90
future_ed_sheeran_20251211,2025-09-10,75,11959,15000,2391800,59.8,91
future_ed_sheeran_20251211,2025-09-09,62,12021,12400,2404200,60.1,92
future_ed_sheeran_20251211,2025-09-08,312,12333,62400,2466600,61.67,93
future_ed_sheeran_20251211,2025-09-07,37,12370,7400,2474000,61.85,94
real_metallica_20251213,2025-10-23,199,199,39800,39800,1.0,50
real_metallica_20251213,2025-10-22,393,592,78600,118400,2.96,51
real_metallica_20251213,2025-10-21,249,841,49800,168200,4.21,52
real_metallica_20251213,2025-10-20,352,1193,70400,238600,5.96,53
real_metallica_20251213,2025-10-19,54,1247,10800,249400,6.24,54
real_metallica_20251213,2025-10-18,224,1471,44800,294200,7.36,55
real_metallica_20251213,2025-10-17,356,1827,71200,365400,9.13,56
real_metallica_20251213,2025-10-16,51,1878,10200,375600,9.39,57
real_metallica_20251213,2025-10-15,124,2002,24800,400400,10.01,58
real_metallica_20251213,2025-10-14,475,2477,95000,495400,12.38,59
real_metallica_20251213,2025-10-13,572,3049,114400,609800,15.25,60
real_metallica_20251213,2025-10-12,453,3502,90600,700400,17.51,61
real_metallica_20251213,2025-10-11,516,4018,103200,803600,20.09,62
real_metallica_20251213,2025-10-10,456,4474,91200,894800,22.37,63
real_metallica_20251213,2025-10-09,761,5235,152200,1047000,26.17,64
real_metallica_20251213,2025-10-08,460,5695,92000,1139000,28.48,65
real_metallica_20251213,2025-10-07,126,5821,25200,1164200,29.1,66
real_metallica_20251213,2025-10-06,283,6104,56600,1220800,30.52,67
real_metallica_20251213,2025-10-05,533,6637,106600,1327400,33.18,68
real_metallica_20251213,2025-10-04,244,6881,48800,1376200,34.41,69
real_metallica_20251213,2025-10-03,39,6920,7800,1384000,34.6,70
real_metallica_20251213,2025-10-02,240,7160,48000,1432000,35.8,71
real_metallica_20251213,2025-10-01,163,7323,32600,1464600,36.61,72
real_metallica_20251213,2025-09-30,82,7405,16400,1481000,37.03,73
real_metallica_20251213,2025-09-29,118,7523,23600,1504600,37.61,74
real_metallica_20251213,2025-09-28,78,7601,15600,1520200,38.01,75
real_metallica_20251213,2025-09-27,65,7666,13000,1533200,38.33,76
real_metallica_20251213,2025-09-26,338,8004,67600,1600800,40.02,77
real_metallica_20251213,2025-09-25,425,8429,85000,1685800,42.14,78
real_metallica_20251213,2025-09-24,215,8644,43000,1728800,43.22,79
real_metallica_20251213,2025-09-23,20,8664,4000,1732800,43.32,80
real_metallica_20251213,2025-09-22,589,9253,117800,1850600,46.27,81
real_metallica_20251213,2025-09-21,3,9256,600,1851200,46.28,82
real_metallica_20251213,2025-09-20,305,9561,61000,1912200,47.8,83
real_metallica_20251213,2025-09-19,429,9990,85800,1998000,49.95,84
real_metallica_20251213,2025-09-18,559,10549,111800,2109800,52.74,85
real_metallica_20251213,2025-09-17,225,10774,45000,2154800,53.87,86
real_metallica_20251213,2025-09-16,279,11053,55800,2210600,55.27,87
real_metallica_20251213,2025-09-15,29,11082,5800,2216400,55.41,88
real_metallica_20251213,2025-09-14,414,11496,82800,2299200,57.48,89
real_metallica_20251213,2025-09-13,478,11974,95600,2394800,59.87,90
real_metallica_20251213,2025-09-12,318,12292,63600,2458400,61.46,91
real_metallica_20251213,2025-09-11,201,12493,40200,2498600,62.47,92
real_metallica_20251213,2025-09-10,339,12832,67800,2566400,64.16,93
real_metallica_20251213,2025-09-09,164,12996,32800,2599200,64.98,94
real_metallica_20251213,2025-09-08,236,13232,47200,2646400,66.16,95
real_metallica_20251213,2025-09-07,66,13298,13200,2659600,66.49,96
real_metallica_20251213,2025-09-06,108,13406,21600,2681200,67.03,97
real_metallica_20251213,2025-09-05,172,13578,34400,2715600,67.89,98
real_metallica_20251214,2025-10-23,388,388,77600,77600,1.94,51
real_metallica_20251214,2025-10-22,425,813,85000,162600,4.06,52
real_metallica_20251214,2025-10-21,83,896,16600,179200,4.48,53
real_metallica_20251214,2025-10-20,552,1448,110400,289600,7.24,54
real_metallica_20251214,2025-10-19,179,1627,35800,325400,8.13,55
real_metallica_20251214,2025-10-18,35,1662,7000,332400,8.31,56
real_metallica_20251214,2025-10-17,667,2329,133400,465800,11.64,57
real_metallica_20251214,2025-10-16,15,2344,3000,468800,11.72,58
real_metallica_20251214,2025-10-15,204,2548,40800,509600,12.74,59
real_metallica_20251214,2025-10-14,636,3184,127200,636800,15.92,60
real_metallica_20251214,2025-10-13,64,3248,12800,649600,16.24,61
real_metallica_20251214,2025-10-12,117,3365,23400,673000,16.83,62
real_metallica_20251214,2025-10-11,223,3588,44600,717600,17.94,63
real_metallica_20251214,2025-10-10,262,3850,52400,770000,19.25,64
real_metallica_20251214,2025-10-09,171,4021,34200,804200,20.11,65
real_metallica_20251214,2025-10-08,117,4138,23400,827600,20.69,66
real_metallica_20251214,2025-10-07,167,4305,33400,861000,21.52,67
real_metallica_20251214,2025-10-06,110,4415,22000,883000,22.07,68
real_metallica_20251214,2025-10-05,319,4734,63800,946800,23.67,69
real_metallica_20251214,2025-10-04,384,5118,76800,1023600,25.59,70
real_metallica_20251214,2025-10-03,203,5321,40600,1064200,26.61,71
real_metallica_20251214,2025-10-02,321,5642,64200,1128400,28.21,72
real_metallica_20251214,2025-10-01,356,5998,71200,1199600,29.99,73
real_metallica_20251214,2025-09-30,700,6698,140000,1339600,33.49,74
real_metallica_20251214,2025-09-29,123,6821,24600,1364200,34.11,75
real_metallica_20251214,2025-09-28,579,7400,115800,1480000,37.0,76
real_metallica_20251214,2025-09-27,355,7755,71000,1551000,38.77,77
real_metallica_20251214,2025-09-26,379,8134,75800,1626800,40.67,78
real_metallica_20251214,2025-09-25,174,8308,34800,1661600,41.54,79
real_metallica_20251214,2025-09-24,215,8523,43000,1704600,42.61,80
real_metallica_20251214,2025-09-23,108,8631,21600,1726200,43.16,81
real_metallica_20251214,2025-09-22,370,9001,74000,1800200,45.01,82
real_metallica_20251214,2025-09-21,470,9471,94000,1894200,47.36,83
real_metallica_20251214,2025-09-20,445,9916,89000,1983200,49.58,84
real_metallica_20251214,2025-09-19,267,10183,53400,2036600,50.91,85
real_metallica_20251214,2025-09-18,276,10459,55200,2091800,52.3,86
real_metallica_20251214,2025-09-17,551,11010,110200,2202000,55.05,87
real_metallica_20251214,2025-09-16,476,11486,95200,2297200,57.43,88
real_metallica_20251214,2025-09-15,274,11760,54800,2352000,58.8,89
real_metallica_20251214,2025-09-14,125,11885,25000,2377000,59.42,90
real_metallica_20251214,2025-09-13,44,11929,8800,2385800,59.65,91
real_metallica_20251214,2025-09-12,230,12159,46000,2431800,60.8,92
real_metallica_20251214,2025-09-11,237,12396,47400,2479200,61.98,93
real_metallica_20251214,2025-09-10,342,12738,68400,2547600,63.69,94
real_metallica_20251214,2025-09-09,14,12752,2800,2550400,63.76,95
real_metallica_20251214,2025-09-08,166,12918,33200,2583600,64.59,96
real_metallica_20251214,2025-09-07,54,12972,10800,2594400,64.86,97
real_metallica_20251214,2025-09-06,132,13104,26400,2620800,65.52,98
real_metallica_20251214,2025-09-05,141,13245,28200,2649000,66.22,99
real_metallica_20251214,2025-09-04,264,13509,52800,2701800,67.55,100
future_ed_sheeran_20251215,2025-10-23,87,87,17400,17400,0.43,52
future_ed_sheeran_20251215,2025-10-22,208,295,41600,59000,1.47,53
future_ed_sheeran_20251215,2025-10-21,388,683,77600,136600,3.42,54
future_ed_sheeran_20251215,2025-10-20,243,926,48600,185200,4.63,55
future_ed_sheeran_20251215,2025-10-19,502,1428,100400,285600,7.14,56
future_ed_sheeran_20251215,2025-10-18,8,1436,1600,287200,7.18,57
future_ed_sheeran_20251215,2025-10-17,113,1549,22600,309800,7.75,58
future_ed_sheeran_20251215,2025-10-16,124,1673,24800,334600,8.37,59
future_ed_sheeran_20251215,2025-10-15,297,1970,59400,394000,9.85,60
future_ed_sheeran_20251215,2025-10-14,283,2253,56600,450600,11.27,61
future_ed_sheeran_20251215,2025-10-13,217,2470,43400,494000,12.35,62
future_ed_sheeran_20251215,2025-10-12,563,3033,112600,606600,15.17,63
future_ed_sheeran_20251215,2025-10-11,359,3392,71800,678400,16.96,64
future_ed_sheeran_20251215,2025-10-10,156,3548,31200,709600,17.74,65
future_ed_sheeran_20251215,2025-10-09,61,3609,12200,721800,18.05,66
future_ed_sheeran_20251215,2025-10-08,323,3932,64600,786400,19.66,67
future_ed_sheeran_20251215,2025-10-07,274,4206,54800,841200,21.03,68
future_ed_sheeran_20251215,2025-10-06,189,4395,37800,879000,21.98,69
future_ed_sheeran_20251215,2025-10-05,247,4642,49400,928400,23.21,70
future_ed_sheeran_20251215,2025-10-04,301,4943,60200,988600,24.71,71
future_ed_sheeran_20251215,2025-10-03,537,5480,107400,1096000,27.4,72
future_ed_sheeran_20251215,2025-10-02,102,5582,20400,1116400,27.91,73
future_ed_sheeran_20251215,2025-10-01,303,5885,60600,1177000,29.43,74
future_ed_sheeran_20251215,2025-09-30,91,5976,18200,1195200,29.88,75
future_ed_sheeran_20251215,2025-09-29,362,6338,72400,1267600,31.69,76
future_ed_sheeran_20251215,2025-09-28,140,6478,28000,1295600,32.39,77
future_ed_sheeran_20251215,2025-09-27,27,6505,5400,1301000,32.52,78
future_ed_sheeran_20251215,2025-09-26,357,6862,71400,1372400,34.31,79
future_ed_sheeran_20251215,2025-09-25,653,7515,130600,1503000,37.57,80
future_ed_sheeran_20251215,2025-09-24,502,8017,100400,1603400,40.09,81
future_ed_sheeran_20251215,2025-09-23,6,8023,1200,1604600,40.12,82
future_ed_sheeran_20251215,2025-09-22,480,8503,96000,1700600,42.52,83
future_ed_sheeran_20251215,2025-09-21,174,8677,34800,1735400,43.38,84
future_ed_sheeran_20251215,2025-09-20,26,8703,5200,1740600,43.52,85
future_ed_sheeran_20251215,2025-09-19,244,8947,48800,1789400,44.73,86
future_ed_sheeran_20251215,2025-09-18,33,8980,6600,1796000,44.9,87
future_ed_sheeran_20251215,2025-09-17,37,9017,7400,1803400,45.08,88
future_ed_sheeran_20251215,2025-09-16,54,9071,10800,1814200,45.36,89
future_ed_sheeran_20251215,2025-09-15,288,9359,57600,1871800,46.79,90
future_ed_sheeran_20251215,2025-09-14,43,9402,8600,1880400,47.01,91
future_ed_sheeran_20251215,2025-09-13,60,9462,12000,1892400,47.31,92
future_ed_sheeran_20251215,2025-09-12,213,9675,42600,1935000,48.38,93
future_ed_sheeran_20251215,2025-09-11,316,9991,63200,1998200,49.95,94
future_ed_sheeran_20251215,2025-09-10,133,10124,26600,2024800,50.62,95
future_ed_sheeran_20251215,2025-09-09,232,10356,46400,2071200,51.78,96
future_ed_sheeran_20251215,2025-09-08,219,10575,43800,2115000,52.88,97
future_ed_sheeran_20251215,2025-09-07,158,10733,31600,2146600,53.66,98
future_ed_sheeran_20251215,2025-09-06,25,10758,5000,2151600,53.79,99
future_ed_sheeran_20251215,2025-09-05,106,10864,21200,2172800,54.32,100
future_ed_sheeran_20251215,2025-09-04,135,10999,27000,2199800,55.0,101
future_ed_sheeran_20251215,2025-09-03,80,11079,16000,2215800,55.4,102
future_taylor_swift_20260103,2025-10-23,282,282,56400,56400,1.41,71
future_taylor_swift_20260103,2025-10-22,1,283,200,56600,1.42,72
future_taylor_swift_20260103,2025-10-21,481,764,96200,152800,3.82,73
future_taylor_swift_20260103,2025-10-20,118,882,23600,176400,4.41,74
future_taylor_swift_20260103,2025-10-19,144,1026,28800,205200,5.13,75
future_taylor_swift_20260103,2025-10-18,464,1490,92800,298000,7.45,76
